CUSTOMER_ID,GENDER,AGE,HOUSEHOLD_INCOME,YEARS_AS_CUSTOMER,CUSTOMER_SUBSCRIPTION_COUNT,CUSTOMER_REVENUE
88728,F,27,"$55,000 ",4,2,$30 
88738,M,37,"$36,000 ",9,3,$45 
88802,F,41,"$22,000 ",11,2,$50 
88806,F,23,"$55,000 ",2,3,$45 
88809,F,30,"$22,000 ",6,1,$15 
88830,F,55,"$66,000 ",18,1,$20 
88860,F,37,"$88,000 ",9,5,$75 
88862,F,35,"$110,000 ",8,9,$135 
88892,F,36,"$44,000 ",9,8,$160 
88896,M,45,"$12,000 ",13,1,$60 
88906,F,22,"$55,000 ",2,5,$75 
88910,M,28,"$84,000 ",5,3,$45 
88936,F,38,"$77,000 ",10,6,$120 
88937,F,35,"$22,000 ",8,3,$60 
88955,M,28,"$96,000 ",5,10,$200 
88957,F,62,"$220,000 ",22,11,$220 
88964,F,24,"$33,000 ",3,5,$75 
88984,M,20,"$36,000 ",1,2,$50 
88995,M,43,"$48,000 ",12,1,$15 
89009,F,32,"$22,000 ",7,1,$15 
89018,M,29,"$36,000 ",5,3,$75 
89028,M,31,$0 ,6,1,$60 
89029,F,51,"$33,000 ",16,1,$15 
89031,M,24,"$12,000 ",3,2,$50 
89044,M,39,"$48,000 ",10,2,$30 
89057,M,30,"$60,000 ",6,3,$60 
89087,M,62,"$60,000 ",22,1,$25 
89117,M,46,"$48,000 ",14,7,$105 
89131,F,56,"$33,000 ",19,3,$45 
89145,U,33,"$33,000 ",7,2,$50 
89150,M,31,"$60,000 ",6,4,$60 
89160,F,22,"$22,000 ",2,3,$45 
89167,F,25,"$66,000 ",3,6,$120 
89177,M,27,"$108,000 ",4,6,$120 
89184,M,20,"$12,000 ",1,3,$75 
89186,F,24,"$11,000 ",3,1,$60 
89190,M,24,"$72,000 ",3,3,$45 
89200,F,37,"$77,000 ",9,7,$105 
89215,F,20,"$22,000 ",1,4,$100 
89218,M,33,"$12,000 ",7,1,$15 
89222,F,32,"$11,000 ",7,1,$60 
89229,M,20,"$12,000 ",1,1,$60 
89239,M,38,"$96,000 ",10,6,$120 
89253,M,45,"$24,000 ",13,2,$30 
89254,M,63,"$192,000 ",22,1,$15 
89277,F,26,"$44,000 ",4,1,$25 
89279,M,27,"$132,000 ",4,1,$15 
89288,F,59,"$22,000 ",20,1,$15 
89308,F,57,"$55,000 ",19,8,$160 
89310,M,40,"$12,000 ",11,1,$60 
89313,M,29,"$108,000 ",5,3,$60 
89320,M,28,"$36,000 ",5,3,$45 
89325,M,26,"$24,000 ",4,1,$25 
89326,M,32,"$72,000 ",7,3,$60 
89330,M,24,"$72,000 ",3,3,$45 
89347,M,39,"$48,000 ",10,3,$45 
89374,M,20,"$36,000 ",1,6,$150 
89377,M,79,"$48,000 ",30,3,$45 
89383,F,25,"$44,000 ",3,1,$25 
89386,M,26,"$84,000 ",4,13,$195 
89404,M,31,"$24,000 ",6,4,$100 
89407,F,20,"$55,000 ",1,5,$125 
89410,U,36,"$99,000 ",9,5,$75 
89412,M,58,"$12,000 ",20,2,$120 
89417,F,27,"$11,000 ",4,1,$60 
89427,M,56,"$84,000 ",19,8,$160 
89431,M,34,"$108,000 ",8,4,$80 
89445,M,50,"$60,000 ",16,1,$15 
89460,M,31,"$36,000 ",6,3,$60 
89480,M,39,"$12,000 ",10,3,$60 
89494,F,22,"$66,000 ",2,9,$135 
89495,M,45,"$72,000 ",13,3,$45 
89496,F,48,"$22,000 ",15,3,$75 
89498,M,42,"$96,000 ",12,1,$20 
89554,M,21,"$84,000 ",1,7,$105 
89583,F,60,"$11,000 ",21,1,$25 
89603,F,19,"$44,000 ",0,6,$150 
89634,F,21,"$22,000 ",1,5,$75 
89642,M,24,"$36,000 ",3,1,$15 
89654,M,33,"$48,000 ",7,2,$30 
89715,M,45,"$24,000 ",13,1,$25 
89759,F,27,"$11,000 ",4,1,$60 
89777,M,23,"$36,000 ",2,4,$60 
89839,M,35,"$48,000 ",8,2,$30 
89868,M,25,"$60,000 ",3,5,$75 
89869,F,22,"$77,000 ",2,5,$75 
89936,M,30,"$48,000 ",6,1,$15 
89938,F,43,"$88,000 ",12,8,$160 
89980,M,33,"$48,000 ",7,7,$140 
89997,M,31,"$48,000 ",6,4,$100 
90013,M,35,"$84,000 ",8,2,$30 
90041,M,35,"$60,000 ",8,1,$15 
90043,M,26,"$84,000 ",4,3,$45 
90069,F,33,"$55,000 ",7,3,$45 
90106,F,37,"$55,000 ",9,3,$45 
90141,M,67,"$12,000 ",24,1,$15 
90191,F,19,"$33,000 ",0,5,$125 
90233,M,20,"$48,000 ",1,5,$125 
90238,F,49,"$22,000 ",15,1,$25 
90240,M,45,"$96,000 ",13,6,$120 
90275,M,34,"$36,000 ",8,2,$50 
90283,F,28,"$77,000 ",5,7,$105 
90309,M,23,"$48,000 ",2,8,$160 
90353,M,34,"$12,000 ",8,3,$60 
90367,M,30,"$24,000 ",6,2,$50 
90380,M,48,"$72,000 ",15,6,$120 
90419,M,50,"$84,000 ",16,2,$40 
90422,M,36,"$36,000 ",9,6,$90 
90434,M,22,"$24,000 ",2,11,$165 
90442,M,29,"$132,000 ",5,6,$120 
90452,M,44,"$72,000 ",13,11,$220 
90474,M,41,"$96,000 ",11,3,$60 
90480,M,36,"$12,000 ",9,1,$15 
90549,F,76,"$66,000 ",29,4,$80 
90554,M,29,"$24,000 ",5,1,$15 
90558,M,77,"$132,000 ",29,7,$105 
90593,M,58,"$132,000 ",20,10,$200 
90618,F,26,$0 ,4,2,$30 
90629,M,40,"$72,000 ",11,5,$100 
90641,M,23,"$36,000 ",2,1,$15 
90653,M,34,$0 ,8,5,$100 
90671,M,23,"$36,000 ",2,5,$75 
90674,M,40,"$84,000 ",11,5,$100 
90697,M,26,"$48,000 ",4,1,$15 
90715,M,45,"$24,000 ",13,2,$30 
90740,M,45,"$60,000 ",13,1,$15 
90776,F,38,$0 ,10,3,$45 
90778,M,44,"$24,000 ",13,1,$25 
90792,M,40,"$12,000 ",11,1,$60 
90794,M,41,"$24,000 ",11,1,$25 
90820,F,32,"$22,000 ",7,3,$45 
90848,F,57,"$121,000 ",19,13,$260 
90849,M,29,"$84,000 ",5,1,$20 
90851,F,18,"$22,000 ",0,4,$100 
90869,M,29,"$72,000 ",5,8,$120 
90871,F,42,"$22,000 ",12,2,$30 
90895,M,33,"$12,000 ",7,1,$15 
90951,F,42,"$11,000 ",12,1,$15 
90954,M,25,"$48,000 ",3,8,$120 
90966,M,26,"$60,000 ",4,4,$60 
90975,F,65,"$33,000 ",23,3,$45 
90986,M,21,"$48,000 ",1,3,$75 
90996,M,32,"$12,000 ",7,1,$15 
91012,M,27,"$96,000 ",4,1,$20 
91014,M,27,"$36,000 ",4,9,$180 
91020,F,28,"$22,000 ",5,1,$25 
91029,M,26,"$84,000 ",4,4,$60 
91040,M,34,"$24,000 ",8,2,$50 
91043,M,37,"$24,000 ",9,1,$25 
91064,M,31,"$12,000 ",6,1,$25 
91065,F,27,"$33,000 ",4,2,$50 
91066,M,29,"$36,000 ",5,2,$30 
91076,M,30,"$12,000 ",6,1,$60 
91084,M,33,"$48,000 ",7,4,$80 
91089,M,24,"$60,000 ",3,2,$30 
91114,M,37,"$48,000 ",9,3,$45 
91134,M,23,"$24,000 ",2,1,$25 
91150,F,60,"$77,000 ",21,7,$140 
91151,F,29,"$88,000 ",5,1,$15 
91169,M,56,"$96,000 ",19,7,$140 
91177,M,31,"$24,000 ",6,1,$15 
91222,M,53,"$120,000 ",17,4,$80 
91237,M,24,"$108,000 ",3,7,$140 
91276,F,23,"$11,000 ",2,1,$60 
91278,M,46,"$48,000 ",14,1,$15 
91280,M,37,"$96,000 ",9,9,$135 
91286,M,36,"$84,000 ",9,1,$15 
91287,F,21,"$44,000 ",1,1,$25 
91291,F,19,"$22,000 ",0,2,$120 
91329,F,34,"$99,000 ",8,2,$40 
91335,F,34,"$77,000 ",8,3,$60 
91338,F,38,"$44,000 ",10,1,$25 
91362,M,51,"$36,000 ",16,2,$40 
91363,F,30,"$88,000 ",6,9,$180 
91397,F,29,"$110,000 ",5,4,$80 
91399,M,44,"$72,000 ",13,11,$220 
91403,M,27,"$72,000 ",4,9,$135 
91413,F,58,"$22,000 ",20,1,$25 
91419,M,45,"$72,000 ",13,5,$100 
91426,F,49,"$33,000 ",15,6,$120 
91442,F,77,"$33,000 ",29,1,$25 
91455,M,36,"$60,000 ",9,6,$120 
91460,M,45,"$48,000 ",13,4,$80 
91461,M,39,"$24,000 ",10,1,$25 
91462,M,42,"$84,000 ",12,4,$60 
91467,M,30,"$60,000 ",6,9,$180 
91469,M,25,"$72,000 ",3,1,$25 
91472,F,43,"$110,000 ",12,1,$20 
91474,M,41,"$60,000 ",11,2,$30 
91493,F,41,"$88,000 ",11,8,$160 
91501,F,41,"$88,000 ",11,8,$160 
91516,F,26,"$22,000 ",4,2,$30 
91522,F,46,"$11,000 ",14,1,$15 
91528,M,39,"$24,000 ",10,2,$40 
91534,M,34,"$48,000 ",8,2,$30 
91537,U,24,"$55,000 ",3,4,$60 
91549,F,51,"$11,000 ",16,1,$15 
91561,F,30,"$11,000 ",6,1,$25 
91564,M,25,"$120,000 ",3,3,$45 
91568,M,23,"$48,000 ",2,5,$75 
91582,U,78,"$55,000 ",30,2,$30 
91586,M,33,"$48,000 ",7,3,$45 
91596,F,24,"$77,000 ",3,2,$30 
91598,F,46,"$22,000 ",14,1,$60 
91609,F,34,"$22,000 ",8,1,$25 
91615,M,25,"$36,000 ",3,2,$30 
91630,M,49,"$132,000 ",15,9,$135 
91634,M,40,"$36,000 ",11,2,$50 
91638,M,36,"$36,000 ",9,1,$15 
91644,F,29,"$22,000 ",5,1,$15 
91659,M,33,"$60,000 ",7,7,$105 
91661,F,46,"$11,000 ",14,1,$60 
91678,M,26,"$96,000 ",4,8,$160 
91715,F,25,"$44,000 ",3,2,$30 
91761,F,62,"$66,000 ",22,9,$180 
91778,M,45,"$60,000 ",13,4,$60 
91784,M,22,"$96,000 ",2,11,$165 
91789,F,22,"$33,000 ",2,6,$90 
91799,F,50,"$11,000 ",16,1,$25 
91800,F,61,"$66,000 ",21,5,$100 
91802,M,74,"$36,000 ",28,1,$15 
91827,M,41,"$60,000 ",11,6,$120 
91835,F,44,"$99,000 ",13,4,$80 
91841,M,23,"$36,000 ",2,2,$50 
91845,M,55,"$72,000 ",18,1,$15 
91850,M,23,"$84,000 ",2,3,$45 
91860,U,49,"$44,000 ",15,5,$75 
91862,M,39,"$96,000 ",10,6,$90 
91885,M,38,"$60,000 ",10,2,$40 
91898,M,41,"$192,000 ",11,7,$140 
91900,F,51,"$77,000 ",16,10,$200 
91911,M,46,"$120,000 ",14,1,$15 
91926,F,23,"$44,000 ",2,2,$30 
91947,F,75,$0 ,28,1,$15 
91957,M,39,"$24,000 ",10,1,$25 
91960,F,21,"$66,000 ",1,5,$125 
91968,M,27,"$156,000 ",4,13,$260 
91974,F,25,"$99,000 ",3,9,$135 
91975,F,39,"$88,000 ",10,3,$60 
91987,M,79,"$108,000 ",30,5,$100 
92007,U,48,"$33,000 ",15,1,$15 
92014,F,49,"$66,000 ",15,3,$45 
92019,F,21,"$44,000 ",1,3,$45 
92022,M,42,"$24,000 ",12,4,$100 
92025,F,23,"$55,000 ",2,2,$30 
92032,F,40,"$55,000 ",11,2,$30 
92040,M,23,"$48,000 ",2,2,$30 
92041,M,63,"$48,000 ",22,1,$15 
92051,F,33,"$55,000 ",7,2,$40 
92058,M,26,"$168,000 ",4,3,$60 
92073,F,44,"$66,000 ",13,4,$60 
92092,M,26,"$48,000 ",4,6,$90 
92105,F,26,"$44,000 ",4,7,$105 
92126,F,28,"$44,000 ",5,4,$60 
92147,F,27,"$154,000 ",4,5,$100 
92149,M,34,"$12,000 ",8,1,$25 
92154,F,42,"$88,000 ",12,4,$80 
92200,F,32,"$11,000 ",7,1,$60 
92202,M,64,"$36,000 ",23,3,$45 
92204,F,41,"$55,000 ",11,7,$105 
92213,M,47,"$48,000 ",14,5,$100 
92221,F,28,"$55,000 ",5,5,$100 
92224,F,26,"$22,000 ",4,1,$15 
92227,M,73,"$12,000 ",27,2,$30 
92241,M,36,"$36,000 ",9,1,$15 
92262,M,33,"$24,000 ",7,2,$50 
92284,M,36,"$72,000 ",9,3,$60 
92288,F,75,"$22,000 ",28,1,$15 
92298,F,33,"$11,000 ",7,2,$30 
92300,M,24,"$60,000 ",3,1,$25 
92321,F,24,"$88,000 ",3,4,$60 
92372,F,42,"$55,000 ",12,1,$15 
92379,M,35,"$24,000 ",8,5,$75 
92385,M,42,"$72,000 ",12,2,$40 
92430,M,29,"$24,000 ",5,2,$40 
92433,M,47,"$192,000 ",14,5,$100 
92434,F,57,"$55,000 ",19,3,$45 
92461,M,22,"$36,000 ",2,3,$75 
92469,F,33,"$22,000 ",7,2,$30 
92473,M,23,"$72,000 ",2,1,$15 
92479,M,51,"$36,000 ",16,9,$180 
92489,F,26,"$143,000 ",4,6,$120 
92500,M,43,"$96,000 ",12,1,$20 
92507,F,27,"$33,000 ",4,12,$240 
92508,F,41,"$88,000 ",11,3,$45 
92511,M,24,"$12,000 ",3,1,$25 
92512,F,24,"$44,000 ",3,6,$90 
92531,M,20,"$36,000 ",1,4,$100 
92560,F,19,"$11,000 ",0,5,$125 
92565,M,41,"$84,000 ",11,6,$120 
92568,M,34,"$24,000 ",8,1,$15 
92575,F,50,"$33,000 ",16,5,$75 
92590,M,56,"$156,000 ",19,1,$20 
92613,M,47,"$72,000 ",14,5,$100 
92688,F,31,"$44,000 ",6,10,$200 
92696,F,27,"$55,000 ",4,7,$140 
92724,F,80,"$22,000 ",31,1,$25 
92727,M,74,"$84,000 ",28,2,$40 
92738,M,42,"$72,000 ",12,7,$105 
92739,M,47,"$60,000 ",14,3,$60 
92752,F,23,"$110,000 ",2,2,$30 
92757,M,22,"$12,000 ",2,3,$45 
92758,U,36,"$33,000 ",9,4,$60 
92785,U,33,"$22,000 ",7,1,$60 
92792,M,33,"$48,000 ",7,1,$20 
92807,F,38,"$33,000 ",10,2,$30 
92812,M,26,"$96,000 ",4,1,$20 
92826,F,23,"$99,000 ",2,8,$160 
92841,M,41,"$12,000 ",11,1,$25 
92850,F,21,"$55,000 ",1,1,$25 
92853,F,48,"$44,000 ",15,8,$160 
92861,F,42,"$44,000 ",12,1,$15 
92887,M,33,"$84,000 ",7,3,$60 
92897,M,36,"$72,000 ",9,2,$30 
92902,M,24,"$24,000 ",3,1,$15 
92909,F,34,"$33,000 ",8,1,$15 
92912,F,20,"$11,000 ",1,5,$125 
92921,F,45,"$33,000 ",13,2,$30 
92938,M,60,"$84,000 ",21,8,$160 
92951,F,23,"$33,000 ",2,6,$90 
92961,M,22,"$84,000 ",2,10,$200 
92970,F,40,"$110,000 ",11,5,$100 
92987,M,45,"$96,000 ",13,2,$30 
93006,M,21,"$36,000 ",1,5,$75 
93008,F,53,"$132,000 ",17,9,$180 
93027,M,44,$0 ,13,1,$20 
93030,M,25,"$24,000 ",3,3,$75 
93032,M,43,"$60,000 ",12,5,$75 
93038,U,34,"$88,000 ",8,4,$60 
93041,M,24,"$12,000 ",3,2,$120 
93057,M,28,"$36,000 ",5,4,$80 
93068,M,49,"$12,000 ",15,1,$15 
93086,M,45,"$36,000 ",13,1,$20 
93089,M,24,"$24,000 ",3,2,$50 
93097,F,60,"$33,000 ",21,1,$25 
93098,M,35,"$24,000 ",8,2,$120 
93120,M,46,"$108,000 ",14,2,$40 
93142,M,27,"$36,000 ",4,3,$45 
93152,M,40,"$48,000 ",11,3,$45 
93157,F,22,"$66,000 ",2,8,$120 
93183,F,24,"$44,000 ",3,5,$75 
93185,M,24,"$168,000 ",3,9,$180 
93188,F,31,"$33,000 ",6,3,$60 
93201,F,23,"$99,000 ",2,3,$45 
93216,M,21,"$48,000 ",1,5,$125 
93224,F,46,"$33,000 ",14,4,$80 
93225,M,48,"$60,000 ",15,3,$60 
93232,M,46,"$48,000 ",14,6,$120 
93241,M,46,"$84,000 ",14,3,$60 
93250,M,56,"$84,000 ",19,6,$90 
93257,M,30,"$48,000 ",6,2,$40 
93261,M,35,"$96,000 ",8,8,$120 
93273,F,39,"$11,000 ",10,2,$50 
93294,M,39,"$96,000 ",10,4,$80 
93310,M,28,"$12,000 ",5,1,$15 
93327,F,56,"$55,000 ",19,1,$15 
93365,M,71,"$96,000 ",26,2,$30 
93371,M,57,"$144,000 ",19,7,$140 
93377,M,49,"$72,000 ",15,4,$80 
93382,F,20,"$33,000 ",1,6,$90 
93404,F,32,"$55,000 ",7,4,$60 
93437,F,35,"$22,000 ",8,2,$50 
93457,M,21,"$84,000 ",1,8,$120 
93491,M,26,"$60,000 ",4,3,$45 
93492,F,27,"$33,000 ",4,4,$60 
93502,F,49,"$22,000 ",15,8,$160 
93512,M,42,"$12,000 ",12,1,$60 
93516,M,38,"$24,000 ",10,1,$25 
93526,M,40,"$36,000 ",11,3,$75 
93529,M,26,"$24,000 ",4,1,$25 
93532,F,27,"$77,000 ",4,5,$100 
93540,M,63,"$12,000 ",22,2,$50 
93542,M,24,"$84,000 ",3,4,$60 
93543,F,32,"$88,000 ",7,7,$140 
93544,M,47,"$96,000 ",14,6,$120 
93575,M,49,"$24,000 ",15,4,$60 
93585,M,36,"$36,000 ",9,2,$30 
93586,F,68,"$22,000 ",25,1,$15 
93587,M,71,"$72,000 ",26,5,$100 
93597,M,40,"$12,000 ",11,1,$15 
93603,M,50,"$24,000 ",16,1,$15 
93604,M,66,"$48,000 ",24,3,$45 
93622,M,33,"$96,000 ",7,8,$160 
93626,M,39,"$60,000 ",10,6,$120 
93631,M,31,"$12,000 ",6,3,$75 
93636,U,20,"$22,000 ",1,3,$75 
93650,M,37,"$36,000 ",9,1,$25 
93682,M,44,"$144,000 ",13,4,$80 
93686,M,35,"$60,000 ",8,3,$60 
93730,F,21,"$55,000 ",1,8,$120 
93765,F,26,"$33,000 ",4,3,$75 
93786,M,30,"$12,000 ",6,1,$15 
93798,M,22,"$48,000 ",2,1,$15 
93816,M,55,"$120,000 ",18,6,$120 
93823,M,36,"$12,000 ",9,2,$30 
93867,F,55,"$44,000 ",18,2,$50 
93876,M,52,"$12,000 ",17,1,$25 
93968,M,37,"$60,000 ",9,6,$120 
93978,F,44,"$11,000 ",13,1,$25 
93980,U,50,"$110,000 ",16,7,$105 
94030,M,23,"$12,000 ",2,1,$60 
94056,F,49,"$22,000 ",15,1,$15 
94101,M,36,"$60,000 ",9,1,$15 
94124,M,67,"$12,000 ",24,1,$60 
94139,M,53,"$36,000 ",17,4,$60 
94149,F,59,"$22,000 ",20,1,$25 
94239,M,37,"$36,000 ",9,1,$15 
94274,U,23,"$132,000 ",2,4,$60 
94280,M,46,"$12,000 ",14,1,$25 
94322,M,34,"$12,000 ",8,1,$60 
94329,M,73,"$24,000 ",27,1,$25 
94348,M,32,"$72,000 ",7,2,$30 
94360,F,22,"$44,000 ",2,12,$180 
94361,F,34,"$11,000 ",8,1,$60 
94388,M,32,"$12,000 ",7,2,$50 
94394,M,41,"$36,000 ",11,3,$60 
94401,F,27,"$66,000 ",4,1,$15 
94415,M,28,"$24,000 ",5,1,$60 
94416,M,27,"$48,000 ",4,1,$15 
94424,M,31,"$48,000 ",6,4,$60 
94430,M,51,"$96,000 ",16,2,$30 
94435,F,29,"$44,000 ",5,6,$150 
94450,M,29,"$84,000 ",5,5,$75 
94489,F,29,"$33,000 ",5,2,$50 
94511,M,29,"$24,000 ",5,2,$50 
94535,F,28,"$44,000 ",5,1,$25 
94547,F,24,"$11,000 ",3,1,$15 
94557,F,71,"$77,000 ",26,4,$60 
94559,M,23,"$12,000 ",2,2,$50 
94608,M,25,"$60,000 ",3,5,$75 
94702,M,27,"$12,000 ",4,1,$60 
94715,U,62,"$11,000 ",22,1,$25 
94718,U,39,"$22,000 ",10,1,$25 
94729,M,38,"$12,000 ",10,1,$60 
94803,M,43,"$36,000 ",12,1,$25 
94817,M,30,"$48,000 ",6,3,$75 
94908,F,34,"$44,000 ",8,2,$50 
95042,F,26,"$55,000 ",4,1,$25 
95043,F,60,"$44,000 ",21,8,$160 
95127,M,34,"$24,000 ",8,1,$25 
95143,F,25,"$44,000 ",3,2,$50 
95176,U,26,"$77,000 ",4,9,$180 
95187,M,40,"$72,000 ",11,3,$45 
95202,F,44,"$11,000 ",13,2,$120 
95209,M,34,"$48,000 ",8,1,$15 
95246,M,55,$0 ,18,6,$90 
95263,F,45,"$33,000 ",13,8,$160 
95291,M,48,"$36,000 ",15,3,$60 
95319,F,28,"$44,000 ",5,4,$60 
95348,M,25,"$48,000 ",3,5,$75 
95373,M,42,"$12,000 ",12,1,$60 
95384,M,28,"$12,000 ",5,1,$25 
95388,M,43,"$84,000 ",12,5,$100 
95395,M,34,"$24,000 ",8,5,$100 
95398,M,45,"$84,000 ",13,3,$45 
95401,M,28,"$24,000 ",5,3,$75 
95449,M,36,"$24,000 ",9,2,$40 
95450,M,34,"$48,000 ",8,4,$80 
95456,M,41,"$120,000 ",11,1,$20 
95464,M,34,"$120,000 ",8,9,$180 
95488,F,32,$0 ,7,1,$15 
95508,M,56,"$48,000 ",19,6,$120 
95534,F,41,"$44,000 ",11,1,$15 
95540,F,55,"$33,000 ",18,1,$15 
95567,F,43,"$33,000 ",12,1,$25 
95572,M,39,"$156,000 ",10,13,$260 
95614,U,25,"$22,000 ",3,2,$50 
95629,M,33,"$12,000 ",7,2,$120 
95648,M,22,"$12,000 ",2,3,$75 
95677,F,42,"$66,000 ",12,3,$45 
95684,M,26,"$36,000 ",4,1,$25 
95694,M,39,"$24,000 ",10,1,$15 
95701,F,22,"$77,000 ",2,9,$135 
95724,M,52,"$96,000 ",17,5,$100 
95756,M,38,"$60,000 ",10,1,$15 
95831,M,26,"$24,000 ",4,2,$50 
95833,M,22,"$84,000 ",2,5,$75 
95838,M,27,"$36,000 ",4,3,$75 
95880,M,52,"$156,000 ",17,7,$140 
95887,M,24,"$84,000 ",3,2,$30 
95888,F,41,"$11,000 ",11,1,$15 
95909,F,67,"$33,000 ",24,7,$105 
95922,F,45,"$77,000 ",13,12,$240 
95933,F,21,"$22,000 ",1,4,$100 
95934,M,28,"$36,000 ",5,6,$90 
95937,F,23,"$88,000 ",2,6,$90 
95938,F,37,"$88,000 ",9,6,$90 
95956,M,38,"$24,000 ",10,1,$25 
95967,M,26,"$96,000 ",4,11,$220 
95984,M,25,"$60,000 ",3,3,$60 
96007,M,26,"$24,000 ",4,3,$75 
96027,F,22,"$33,000 ",2,3,$45 
96033,M,67,"$36,000 ",24,2,$30 
96039,M,32,"$24,000 ",7,4,$60 
96059,M,43,"$72,000 ",12,6,$90 
96088,F,25,"$55,000 ",3,4,$60 
96095,F,45,"$77,000 ",13,12,$240 
96120,M,32,"$60,000 ",7,4,$100 
96123,F,24,"$55,000 ",3,10,$200 
96179,U,25,"$33,000 ",3,6,$90 
96219,M,38,"$84,000 ",10,3,$60 
96224,M,26,$0 ,4,1,$15 
96227,F,29,"$11,000 ",5,3,$75 
96247,M,44,"$24,000 ",13,2,$120 
96270,M,21,"$48,000 ",1,9,$135 
96301,F,24,"$33,000 ",3,3,$75 
96314,M,21,"$12,000 ",1,7,$105 
96365,F,23,"$11,000 ",2,7,$105 
96381,U,42,"$44,000 ",12,1,$25 
96429,F,69,"$11,000 ",25,1,$25 
96457,M,25,"$48,000 ",3,4,$60 
96458,F,41,"$77,000 ",11,6,$90 
96534,M,53,"$24,000 ",17,2,$30 
96560,F,21,"$44,000 ",1,2,$50 
96597,M,23,"$60,000 ",2,5,$75 
96623,F,22,"$33,000 ",2,3,$75 
96657,F,54,"$11,000 ",18,1,$15 
96662,F,28,"$22,000 ",5,3,$45 
96696,M,41,"$12,000 ",11,1,$60 
96710,M,20,"$36,000 ",1,9,$135 
96717,F,48,"$11,000 ",15,1,$25 
96723,F,32,"$55,000 ",7,4,$60 
96749,F,32,"$77,000 ",7,2,$30 
96769,F,27,"$132,000 ",4,10,$200 
96800,F,32,"$88,000 ",7,4,$60 
96801,M,45,"$84,000 ",13,5,$100 
96828,M,51,"$24,000 ",16,2,$30 
96868,F,41,"$99,000 ",11,3,$60 
96921,M,38,"$108,000 ",10,8,$160 
96973,F,49,"$33,000 ",15,3,$45 
96992,M,30,"$60,000 ",6,10,$200 
97033,F,41,"$77,000 ",11,8,$120 
97056,F,21,"$33,000 ",1,6,$90 
97059,F,20,"$66,000 ",1,6,$90 
97099,M,20,"$36,000 ",1,5,$125 
97127,F,24,"$110,000 ",3,8,$120 
97133,M,25,"$96,000 ",3,4,$60 
97143,M,31,"$24,000 ",6,1,$15 
97152,F,29,"$66,000 ",5,5,$100 
97198,F,43,"$44,000 ",12,3,$45 
97215,M,26,"$12,000 ",4,3,$60 
97228,M,23,"$36,000 ",2,3,$75 
97280,F,44,"$55,000 ",13,2,$30 
97285,M,33,"$60,000 ",7,1,$15 
97343,M,24,"$48,000 ",3,2,$30 
97356,F,29,"$22,000 ",5,1,$15 
97362,M,25,"$84,000 ",3,9,$135 
97364,F,32,"$99,000 ",7,6,$120 
97398,F,23,"$55,000 ",2,5,$75 
97399,M,22,"$36,000 ",2,3,$75 
97428,M,28,"$72,000 ",5,3,$45 
97436,F,55,"$33,000 ",18,3,$75 
97445,M,21,"$24,000 ",1,4,$60 
97449,F,21,"$22,000 ",1,1,$25 
97463,M,32,"$24,000 ",7,1,$20 
97481,F,22,"$55,000 ",2,7,$105 
97520,F,33,"$44,000 ",7,4,$80 
97588,F,20,"$55,000 ",1,9,$135 
97594,F,37,"$11,000 ",9,1,$25 
97675,F,39,"$33,000 ",10,1,$25 
97704,M,27,"$72,000 ",4,2,$30 
97726,M,53,"$60,000 ",17,1,$15 
97766,F,32,"$22,000 ",7,1,$60 
97799,M,22,"$96,000 ",2,6,$90 
97810,F,64,"$55,000 ",23,7,$105 
97816,M,35,"$108,000 ",8,2,$30 
97841,M,24,$0 ,3,2,$50 
97867,M,52,"$48,000 ",17,4,$60 
97926,F,22,"$66,000 ",2,7,$105 
97957,M,48,"$144,000 ",15,7,$140 
97975,M,29,"$12,000 ",5,1,$60 
98002,M,41,"$48,000 ",11,6,$90 
98015,M,42,"$36,000 ",12,1,$15 
98016,F,22,"$33,000 ",2,6,$90 
98037,F,40,"$209,000 ",11,7,$140 
98065,M,33,"$48,000 ",7,1,$15 
98101,U,78,"$11,000 ",30,1,$15 
98140,F,45,"$44,000 ",13,3,$45 
98171,M,31,"$48,000 ",6,3,$45 
98222,U,21,"$11,000 ",1,4,$100 
98227,M,72,"$24,000 ",27,1,$20 
98241,F,42,"$33,000 ",12,5,$75 
98260,M,45,"$84,000 ",13,2,$40 
98266,M,51,"$96,000 ",16,1,$20 
98282,F,19,"$44,000 ",0,9,$135 
98284,F,49,"$22,000 ",15,3,$60 
98333,F,40,"$11,000 ",11,2,$30 
98341,F,45,"$99,000 ",13,9,$180 
98344,M,27,"$60,000 ",4,3,$60 
98357,F,25,"$22,000 ",3,2,$50 
98366,F,35,"$77,000 ",8,5,$75 
98369,M,20,"$72,000 ",1,10,$150 
98385,F,31,"$22,000 ",6,2,$50 
98399,M,29,"$36,000 ",5,3,$45 
98415,M,35,"$60,000 ",8,2,$30 
98438,F,40,"$11,000 ",11,1,$60 
98443,M,53,"$60,000 ",17,5,$100 
98457,M,27,"$48,000 ",4,1,$25 
98465,M,26,"$36,000 ",4,5,$75 
98494,U,24,"$11,000 ",3,1,$60 
98508,M,29,"$48,000 ",5,7,$140 
98519,M,47,"$48,000 ",14,4,$60 
98528,M,40,"$144,000 ",11,6,$120 
98548,F,28,"$33,000 ",5,6,$120 
98565,U,43,"$44,000 ",12,3,$60 
98622,F,29,"$77,000 ",5,2,$30 
